,Population,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year,TimelyResponse,TimelyFixes,TimelyReplacements,Reliability,Options,RespectfulResponse,CourteousExchange,ActiveListening,Contract,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Area_Rural,Area_Suburban,Area_Urban,Marital_Divorced,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Female,Gender_Male,Gender_Nonbinary,InternetService_DSL,InternetService_Fiber Optic,InternetService_None,PaymentMethod_Bank Transfer(automatic),PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check,Churn
6293,1.0655115083019258,-0.5065919164222484,1.1557530826518232,0.3288962545903014,0.24991069718122366,1.316699710044148,1.0175876473118841,-0.6258635316811727,0.5559559115497691,2.445513929599908,0.5865727273176379,0.49067915569344955,0.4783542977305066,0.4990633655784165,1.4647605064018812,-0.48098688487745467,0.48638937610826977,2.4216049306096417,-0.4818284474094517,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
4661,-0.6521325795073747,0.8906460621258305,-0.2936730627378957,0.6331549197821421,1.4138592412206952,1.9776935403875957,-1.0058516991026796,-0.6258635316811727,-0.9701533506916941,-1.2851513576889144,-0.8604925419963317,-0.47294840851206826,0.4783542977305066,0.4990633655784165,0.4898783058016274,-0.48098688487745467,0.48638937610826977,0.47693122604458105,-1.4540408110282002,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
7058,-0.5569273281196633,-0.5065919164222484,-1.6947850032812906,-0.6090307182438653,0.3411915545451523,0.6557058797007002,-1.0058516991026796,0.9466579047036832,1.328886878177309,0.22973838502600702,1.307828917111431,1.4543067198989672,-0.48821328709573447,0.4990633655784165,-0.48500389479862627,-0.48098688487745467,1.453943336936338,0.47693122604458105,0.4903839162092966,2,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
220,1.2356891628930606,0.4249000692764709,-1.4532139790496708,-0.7799323215200591,2.7533379538169354,0.6557058797007002,-1.0058516991026796,-0.6258635316811727,-1.2021400594788854,-0.29522481741427764,-1.0737243060200259,-2.4002035369231036,-1.4547808719219755,-1.446602777027496,0.4898783058016274,0.4948436788828508,-0.48116458471979834,-0.4954056262379492,0.4903839162092966,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
5211,-0.6674457967975379,1.82213804782455,0.8175536487275554,-1.0689518818536263,0.6567866171665669,-0.3357848658144715,-1.0058516991026796,-0.6258635316811727,1.3099301078739838,-0.5283305992571172,1.3987870601488381,2.417934284104485,2.4114894673829887,2.444729508184329,0.4898783058016274,-0.48098688487745467,1.453943336936338,2.4216049306096417,0.4903839162092966,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4088,-0.676037828218263,-0.9723379092716081,0.4793542148032877,0.11976354877405763,-1.925243851257331,1.9776935403875957,0.005867974104602262,2.519179341088539,-1.0361576670019472,-0.993574182425329,-1.009946247552465,1.4543067198989672,1.4449218825567476,-0.4737697057245398,-0.48500389479862627,-0.48098688487745467,0.48638937610826977,1.4492680783271112,0.4903839162092966,2,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
8441,1.0211655396788288,-0.9723379092716081,-1.066700340279079,1.4363442611387787,0.7131869230860258,-0.3357848658144715,-1.0058516991026796,0.9466579047036832,1.2183105715120288,-1.4005377279903388,1.0095497212910143,-0.47294840851206826,0.4783542977305066,-0.4737697057245398,-0.48500389479862627,-0.48098688487745467,0.48638937610826977,1.4492680783271112,-1.4540408110282002,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
759,0.5119490968489223,1.3563920549751902,1.107438877805499,-0.8578836125468198,-1.631359151211032,1.316699710044148,1.0175876473118841,0.9466579047036832,-1.0694469102306277,-1.1099082961497284,-1.2867544354077272,0.49067915569344955,0.4783542977305066,-0.4737697057245398,0.4898783058016274,0.4948436788828508,1.453943336936338,0.47693122604458105,0.4903839162092966,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
799,-0.250732272892373,-0.04084592357288879,1.1557530826518232,-0.11093519268740151,0.11990306574704282,-2.6492632720165386,-1.0058516991026796,-0.6258635316811727,-0.21392279192687597,-0.4699648625656152,-0.13889788621361226,-0.47294840851206826,-0.48821328709573447,1.4718964368813727,0.4898783058016274,-1.45681744863776,0.48638937610826977,-0.4954056262379492,-0.4818284474094517,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
6693,2.5320465487829393,-0.04084592357288879,0.9624962632665273,1.4333054477363179,0.8455347572517724,-0.0052879506427475865,0.005867974104602262,0.9466579047036832,1.1272299558020884,-1.2841197083379106,0.9966223602492619,0.49067915569344955,-0.48821328709573447,0.4990633655784165,1.4647605064018812,1.4706742426431563,0.48638937610826977,-0.4954056262379492,0.4903839162092966,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
4666,2.019989192338116,-0.04084592357288879,1.4939525165760907,0.8754996680281518,1.3738877422388098,-0.0052879506427475865,0.005867974104602262,2.519179341088539,-1.1186869923576626,-0.992754452015502,-1.2612675872501418,-0.47294840851206826,-1.4547808719219755,-0.4737697057245398,0.4898783058016274,-1.45681744863776,0.48638937610826977,0.47693122604458105,0.4903839162092966,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1
5454,1.9579048362657798,-0.5065919164222484,-0.7768151112011352,0.17679883857813902,-0.46233739394149076,2.3081904555593193,0.005867974104602262,0.9466579047036832,0.5817178314757985,-0.29413921024055895,0.4955019517415142,0.49067915569344955,0.4783542977305066,0.4990633655784165,-0.48500389479862627,-0.48098688487745467,0.48638937610826977,0.47693122604458105,-0.4818284474094517,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
9957,-0.5653807783884411,0.4249000692764709,1.7355235408077105,1.707955098175952,0.19496206739124558,0.3252089645289763,2.0293073205191656,0.9466579047036832,1.4066166329346705,0.3489579265052009,1.5170550355459143,-1.436575972717586,-1.4547808719219755,-0.4737697057245398,-0.48500389479862627,-1.45681744863776,-0.48116458471979834,0.47693122604458105,-0.4818284474094517,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
777,-0.6740976920910025,-0.04084592357288879,-1.6464707984349665,1.2526891456216351,-0.6980017978462351,-0.0052879506427475865,0.005867974104602262,0.9466579047036832,-1.1851341166224523,0.8728336121725169,-0.936550488352912,-0.47294840851206826,-1.4547808719219755,0.4990633655784165,-1.45988609539888,0.4948436788828508,0.48638937610826977,1.4492680783271112,0.4903839162092966,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1
5534,-0.6370272339451323,-0.5065919164222484,0.8175536487275554,1.334772570358919,-1.4368465715535481,-0.3357848658144715,-1.0058516991026796,-0.6258635316811727,0.8808240880030141,-0.29397386689085003,0.7038896082107476,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,-0.48500389479862627,-0.48098688487745467,-0.48116458471979834,1.4492680783271112,-1.4540408110282002,2,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
2709,-0.6280887496445393,-0.9723379092716081,0.6242968293422596,0.9389689864891181,0.1498391343665497,0.6557058797007002,-1.0058516991026796,0.9466579047036832,-1.2490140790869033,-1.5745767406267046,-1.481263128044895,0.49067915569344955,0.4783542977305066,0.4990633655784165,0.4898783058016274,0.4948436788828508,0.48638937610826977,-1.4677424785204796,-1.4540408110282002,2,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
7640,-0.6155471553933197,0.4249000692764709,0.6242968293422596,-0.4495896509377178,-0.13407175258438073,-0.0052879506427475865,2.0293073205191656,0.9466579047036832,0.601691932694155,-0.527243059196353,0.5083044025688304,-1.436575972717586,-1.4547808719219755,-0.4737697057245398,1.4647605064018812,-1.45681744863776,-1.4487185455478664,0.47693122604458105,-0.4818284474094517,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
378,-0.18552984090122565,1.82213804782455,-1.115014545125403,0.37063853597242935,1.2611909386845956,-0.3357848658144715,0.005867974104602262,-0.6258635316811727,-1.1241400178992405,-1.4012191056057117,-1.2598542816612448,-1.436575972717586,-1.4547808719219755,-1.446602777027496,-0.48500389479862627,0.4948436788828508,-0.48116458471979834,-0.4954056262379492,-1.4540408110282002,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
620,-0.6308603726834829,-0.5065919164222484,1.4939525165760907,0.8482191453754384,0.2985134188612959,0.6557058797007002,-1.0058516991026796,-0.6258635316811727,-0.875010195292615,1.6303258974820913,-0.8661692955340553,-1.436575972717586,-2.4213484567482166,-1.446602777027496,-0.48500389479862627,-0.48098688487745467,-1.4487185455478664,-0.4954056262379492,-0.4818284474094517,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
5265,1.0341921679618635,-0.9723379092716081,0.7209252390349075,-1.0023667955604718,-0.45560995039699836,0.986202794872424,-1.0058516991026796,-0.6258635316811727,1.3495254591048518,-0.2948192138759836,1.1632450285965807,-1.436575972717586,-0.48821328709573447,-1.446602777027496,-0.48500389479862627,0.4948436788828508,0.48638937610826977,-1.4677424785204796,-1.4540408110282002,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
8990,-0.5144522050478532,0.8906460621258305,-1.1633287499717269,-0.04028464288090704,-0.574198448729939,1.6471966252158718,-1.0058516991026796,-0.6258635316811727,1.228821604270938,0.2874222550584258,1.219962419949093,0.49067915569344955,-0.48821328709573447,0.4990633655784165,-2.4347682959991337,1.4706742426431563,-1.4487185455478664,0.47693122604458105,-0.4818284474094517,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
4068,-0.6375122679769475,-0.5065919164222484,-0.6318724966621634,-0.6662880056194185,-0.5327211717998583,0.986202794872424,0.005867974104602262,-0.6258635316811727,-0.808796158294273,0.3489579265052009,-0.6341503981508089,0.49067915569344955,0.4783542977305066,-0.4737697057245398,-0.48500389479862627,1.4706742426431563,-0.48116458471979834,-1.4677424785204796,-0.4818284474094517,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
1507,-0.6497074093482991,-0.5065919164222484,1.0108104681128514,0.15455723524338152,-0.9606313025993969,0.3252089645289763,0.005867974104602262,-0.6258635316811727,-1.0506021624700834,-1.866975020280065,-1.1341731984203782,0.49067915569344955,1.4449218825567476,0.4990633655784165,-1.45988609539888,0.4948436788828508,-0.48116458471979834,0.47693122604458105,-1.4540408110282002,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
6825,-0.5791003124312118,-0.5065919164222484,0.14115478087901998,-0.22906733489311185,0.543240005094444,-0.0052879506427475865,-1.0058516991026796,-0.6258635316811727,1.3564671352927327,0.519962539357463,1.4303988570943549,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,-0.48500389479862627,0.4948436788828508,-1.4487185455478664,-0.4954056262379492,-1.4540408110282002,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
9215,-0.5005940898531354,-0.04084592357288879,1.204067287498147,-0.2182039936680468,-0.4166882283198585,-0.9967786961579193,-1.0058516991026796,-0.6258635316811727,1.226096745816365,-0.295140585457109,1.0170527659353004,1.4543067198989672,1.4449218825567476,0.4990633655784165,0.4898783058016274,-0.48098688487745467,2.421497297764406,0.47693122604458105,0.4903839162092966,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
9890,1.5743122076759906,-0.5065919164222484,-1.066700340279079,0.4684227921463512,0.14161969035564684,0.3252089645289763,0.005867974104602262,-0.6258635316811727,0.9851511842445109,-0.5270497704917633,1.0226331926431893,1.4543067198989672,0.4783542977305066,0.4990633655784165,0.4898783058016274,-0.48098688487745467,-1.4487185455478664,0.47693122604458105,-1.4540408110282002,2,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
825,-0.5709933150423019,0.4249000692764709,-0.7768151112011352,-0.16253686142105428,-0.7912784128322513,-1.657772526501367,-1.0058516991026796,2.519179341088539,-1.0602154298549211,-0.4110126693141517,-0.8540123198598378,0.49067915569344955,0.4783542977305066,-0.4737697057245398,-0.48500389479862627,0.4948436788828508,-0.48116458471979834,1.4492680783271112,-1.4540408110282002,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
7609,-0.20167454510307192,0.4249000692764709,-0.6318724966621634,-0.7227750394402808,-0.18272508130730056,0.3252089645289763,0.005867974104602262,-0.6258635316811727,1.2515931764106651,-0.5275644307774783,1.1564472682130948,0.49067915569344955,1.4449218825567476,0.4990633655784165,-0.48500389479862627,2.446504806403462,-0.48116458471979834,0.47693122604458105,-0.4818284474094517,2,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
3786,-0.6035598857498887,-0.9723379092716081,-0.6318724966621634,2.031369033053161,0.9086658670771344,0.986202794872424,-1.0058516991026796,2.519179341088539,-0.8633534595847949,-0.061293855817409905,-0.9892933294156091,0.49067915569344955,1.4449218825567476,0.4990633655784165,0.4898783058016274,-1.45681744863776,1.453943336936338,-0.4954056262379492,-0.4818284474094517,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
3376,-0.6014811684706811,1.82213804782455,0.09284057603269602,-0.8181779638371546,-0.4496584143022686,-0.3357848658144715,1.0175876473118841,-0.6258635316811727,-0.9619160336183834,0.34605393837720655,-0.9285410739029595,1.4543067198989672,1.4449218825567476,-0.4737697057245398,-0.48500389479862627,-1.45681744863776,0.48638937610826977,1.4492680783271112,-0.4818284474094517,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
6679,-0.4448151761943961,-0.5065919164222484,0.7209252390349075,0.8276141535300445,-0.3838027234450014,-0.3357848658144715,0.005867974104602262,0.9466579047036832,1.3584991497932768,0.8147138411795543,1.2834535943165966,1.4543067198989672,1.4449218825567476,1.4718964368813727,0.4898783058016274,-0.48098688487745467,-0.48116458471979834,0.47693122604458105,0.4903839162092966,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
8474,2.4897100068630764,-0.9723379092716081,1.107438877805499,0.12091999299221902,-2.483229175237396,1.316699710044148,0.005867974104602262,-0.6258635316811727,1.0150724370343003,0.521213093988364,0.8965514443027421,0.49067915569344955,-1.4547808719219755,-0.4737697057245398,0.4898783058016274,0.4948436788828508,-0.48116458471979834,0.47693122604458105,0.4903839162092966,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
9446,-0.17298824665000603,-0.04084592357288879,-0.8734435208937832,-0.6048386522816189,-0.571342141530729,1.316699710044148,-1.0058516991026796,0.9466579047036832,1.3975620096009607,1.9216363343333425,1.4551049220490198,-1.436575972717586,-1.4547808719219755,-0.4737697057245398,-0.48500389479862627,1.4706742426431563,-0.48116458471979834,-0.4954056262379492,-1.4540408110282002,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
4883,-0.6522018700833483,-0.9723379092716081,-0.19704465304524774,-0.8385428720469473,0.8224927590576747,0.3252089645289763,-1.0058516991026796,-0.6258635316811727,-1.1764538781376255,0.22873700980945702,-1.2690364449237643,0.49067915569344955,0.4783542977305066,0.4990633655784165,-0.48500389479862627,0.4948436788828508,0.48638937610826977,0.47693122604458105,1.462596279828045,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
7879,-0.510433351641385,-0.9723379092716081,-0.4869298821231915,2.1322179905252576,-0.6180410840571068,-0.9967786961579193,-1.0058516991026796,-0.6258635316811727,0.844172567196906,-1.2840661464077232,0.7377735082829613,0.49067915569344955,-0.48821328709573447,0.4990633655784165,1.4647605064018812,-0.48098688487745467,1.453943336936338,0.47693122604458105,1.462596279828045,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1690,2.059415530067088,2.2878840406739096,-0.7768151112011352,-0.10698072795979723,0.15178866148049147,-1.657772526501367,-1.0058516991026796,-0.6258635316811727,-1.0218741760262784,1.1063444153587574,-0.9066466566373006,-1.436575972717586,-0.48821328709573447,-1.446602777027496,-0.48500389479862627,-1.45681744863776,-1.4487185455478664,-0.4954056262379492,0.4903839162092966,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
1164,-0.676037828218263,-0.9723379092716081,1.7355235408077105,0.3067156473933924,0.10105274877320744,-1.3272756113296431,2.0293073205191656,0.9466579047036832,-0.3162063645918414,-0.7612756720215985,-0.28846946001936824,0.49067915569344955,-0.48821328709573447,0.4990633655784165,-0.48500389479862627,1.4706742426431563,-0.48116458471979834,-2.4400793308030098,0.4903839162092966,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
23,-0.524083595108182,-0.04084592357288879,0.7209252390349075,1.4147094275241294,-0.972100660670392,-0.9967786961579193,-1.0058516991026796,-0.6258635316811727,-0.9826308773775781,-0.5280857047971815,-1.1197956245812268,0.49067915569344955,0.4783542977305066,-0.4737697057245398,1.4647605064018812,-0.48098688487745467,0.48638937610826977,0.47693122604458105,-0.4818284474094517,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
8252,-0.6659906947020926,-0.9723379092716081,-0.2453588578915717,-0.7556597595721737,-0.734605636712301,-0.0052879506427475865,1.0175876473118841,-0.6258635316811727,0.5309083924038491,0.519962539357463,0.6474412109446168,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,-0.48500389479862627,0.4948436788828508,-0.48116458471979834,0.47693122604458105,0.4903839162092966,2,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
3386,-0.053877746551406334,-0.9723379092716081,1.300695697190795,-0.5151147520214014,-0.3267871353512183,0.3252089645289763,-1.0058516991026796,-0.6258635316811727,-0.8933442993219322,0.8702249598700171,-0.7769731364793824,0.49067915569344955,0.4783542977305066,0.4990633655784165,0.4898783058016274,0.4948436788828508,-0.48116458471979834,1.4492680783271112,1.462596279828045,2,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
9692,0.07070670904910689,2.2878840406739096,0.14115478087901998,-0.8972576834141114,0.34132932936299676,0.3252089645289763,-1.0058516991026796,-0.6258635316811727,1.2097460823292037,0.05510320481885834,1.2311788988462196,0.49067915569344955,-0.48821328709573447,-0.4737697057245398,-0.48500389479862627,0.4948436788828508,1.453943336936338,-0.4954056262379492,0.4903839162092966,2,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
9918,-0.0655185633149693,-0.04084592357288879,-0.4386156772768675,-0.555491712876108,-1.5403490633686845,-0.9967786961579193,-1.0058516991026796,-0.6258635316811727,0.7955547387764834,0.5205284327937926,0.7511501080560856,-0.47294840851206826,-0.48821328709573447,-1.446602777027496,-0.48500389479862627,0.4948436788828508,-1.4487185455478664,-2.4400793308030098,0.4903839162092966,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
7798,0.7041611545996586,0.4249000692764709,-1.2599571596643748,0.25863508710565347,1.1507026184153648,0.986202794872424,-1.0058516991026796,0.9466579047036832,0.7523454045627012,-0.5277647058207883,0.71299817232402,1.4543067198989672,1.4449218825567476,0.4990633655784165,-0.48500389479862627,0.4948436788828508,0.48638937610826977,0.47693122604458105,1.462596279828045,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
9206,-0.529488260034122,0.8906460621258305,-1.4048997742033467,1.706455727996747,-1.9414801094860639,-0.3357848658144715,-1.0058516991026796,-0.6258635316811727,0.8485327189141537,-0.003528478499923079,0.8659080264343005,0.49067915569344955,0.4783542977305066,2.444729508184329,-0.48500389479862627,-0.48098688487745467,1.453943336936338,1.4492680783271112,0.4903839162092966,2,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
8756,-0.6145770873296894,-0.9723379092716081,-0.8734435208937832,-0.8845062989454122,-0.6953300685785997,0.6557058797007002,0.005867974104602262,0.9466579047036832,1.1111890298686113,-0.4695382301477738,1.2105892288842335,0.49067915569344955,0.4783542977305066,-0.4737697057245398,-0.48500389479862627,0.4948436788828508,-0.48116458471979834,-0.4954056262379492,0.4903839162092966,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
204,-0.6594773805605751,-0.9723379092716081,-1.5981565935886426,-0.22920351231714545,0.46599952402955486,0.6557058797007002,0.005867974104602262,-0.6258635316811727,-1.1597556425978688,-0.993189374888625,-1.1761200961717246,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,1.4647605064018812,0.4948436788828508,-0.48116458471979834,-0.4954056262379492,0.4903839162092966,2,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
498,1.7136555559588782,-0.9723379092716081,-1.211642954818051,-0.8424200277161156,1.1725435898376153,0.986202794872424,-1.0058516991026796,-0.6258635316811727,-0.6673240351543561,-1.8083436629904244,-0.6648133942190585,-0.47294840851206826,-0.48821328709573447,-1.446602777027496,0.4898783058016274,-0.48098688487745467,-0.48116458471979834,1.4492680783271112,0.4903839162092966,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
7005,-0.47072985160851843,-0.9723379092716081,-0.8251293160474592,-0.3427875413373546,1.5123581548950982,-0.6662817809861953,0.005867974104602262,0.9466579047036832,1.2101813789400593,0.054742243984985645,1.1670631500675568,-0.47294840851206826,-0.48821328709573447,-1.446602777027496,-1.45988609539888,0.4948436788828508,-2.4162725063759347,-0.4954056262379492,-1.4540408110282002,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3684,-0.5884545401876463,-0.9723379092716081,0.4793542148032877,-0.7242247616003065,0.44112870290339323,-0.3357848658144715,0.005867974104602262,-0.6258635316811727,-0.5167688608999779,-0.5277647058207883,-0.6631207100711035,-0.47294840851206826,-0.48821328709573447,-0.4737697057245398,-1.45988609539888,2.446504806403462,-1.4487185455478664,-1.4677424785204796,-0.4818284474094517,2,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
7709,-0.6467972051574084,-0.9723379092716081,-1.4532139790496708,-0.03493010401245621,0.14031587012824256,-0.0052879506427475865,1.0175876473118841,-0.6258635316811727,1.1284250359848016,-0.877342465138771,0.9801745522244479,0.49067915569344955,-0.48821328709573447,0.4990633655784165,-0.48500389479862627,-0.48098688487745467,0.48638937610826977,2.4216049306096417,-0.4818284474094517,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
7533,2.7076288683000143,0.4249000692764709,0.2377831905716679,1.9942674229494317,0.6397327830065778,-0.9967786961579193,0.005867974104602262,-0.6258635316811727,0.6980278756885844,-1.3427513916566918,0.5732536837543227,0.49067915569344955,-0.48821328709573447,0.4990633655784165,-0.48500389479862627,0.4948436788828508,-0.48116458471979834,-0.4954056262379492,-0.4818284474094517,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
9459,-0.6680694119813002,-0.04084592357288879,-1.4048997742033467,-0.890620452507301,-0.47410168320468404,-1.3272756113296431,0.005867974104602262,-0.6258635316811727,0.9208899075083427,-0.29397386689085003,0.8267201791459895,0.49067915569344955,0.4783542977305066,1.4718964368813727,-0.48500389479862627,-0.48098688487745467,0.48638937610826977,0.47693122604458105,-0.4818284474094517,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
1371,-0.5939284956895599,0.4249000692764709,1.349009902037119,-0.7409408950291541,-1.0092371053948463,0.6557058797007002,0.005867974104602262,0.9466579047036832,-0.7283791280849451,0.7534735521338651,-0.8393028342119173,0.49067915569344955,-1.4547808719219755,-1.446602777027496,0.4898783058016274,-0.48098688487745467,0.48638937610826977,0.47693122604458105,-1.4540408110282002,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
846,-0.2655604561507211,0.8906460621258305,0.5759826244959356,-0.9692157492685547,-0.4749279641521748,-0.3357848658144715,1.0175876473118841,0.9466579047036832,-0.896819073238487,-0.4694543475075409,-0.9676224748548123,-1.436575972717586,-2.4213484567482166,-2.4194358483304526,-1.45988609539888,1.4706742426431563,-1.4487185455478664,-0.4954056262379492,-2.4262531746469485,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
271,-0.46872042490528437,-0.9723379092716081,-0.7285009063548112,-0.5225576993537444,0.5463496734629466,0.986202794872424,-1.0058516991026796,-0.6258635316811727,-0.9627985215941736,0.05841179510993007,-0.9656216457123845,-1.436575972717586,-1.4547808719219755,-2.4194358483304526,-2.4347682959991337,0.4948436788828508,-0.48116458471979834,-0.4954056262379492,-1.4540408110282002,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
